iter	Logloss
432	0.4942506746
433	0.4940471154
434	0.4938085658
435	0.4936506664
436	0.4933828572
437	0.4930932431
438	0.4929341789
439	0.4927765591
440	0.4924877837
441	0.4922329735
442	0.4920304393
443	0.4918008819
444	0.4916907391
445	0.491436488
446	0.4910207967
447	0.490874918
448	0.4906889238
449	0.4906058974
450	0.4902958761
451	0.4901786513
452	0.4900042119
453	0.4896912087
454	0.489527532
455	0.4892837641
456	0.4891533539
457	0.4888917879
458	0.4886384687
459	0.4883940952
460	0.4882672725
461	0.4881526568
462	0.4879429009
463	0.4877479146
464	0.4875920652
465	0.4873872946
466	0.4871746966
467	0.4869758897
468	0.4867110158
469	0.4864754014
470	0.4861794042
471	0.4858602509
472	0.4856117307
473	0.4854377572
474	0.4851339792
475	0.4849574897
476	0.4846102416
477	0.4844264839
478	0.4843141978
479	0.4840527716
480	0.4837078997
481	0.4834643182
482	0.4833173679
483	0.4831708369
484	0.4828565758
485	0.482632656
486	0.4824019337
487	0.4821623591
488	0.4820032018
489	0.4817076239
490	0.4814756903
491	0.481302043
492	0.4810569705
493	0.4807428025
494	0.4806641557
495	0.480313553
496	0.4800429017
497	0.4797609286
498	0.479485059
499	0.4792273136
500	0.478987506
501	0.4786956088
502	0.4784524
503	0.4783078259
504	0.4780187243
505	0.4777722541
506	0.4775350556
507	0.4773341521
508	0.4770530642
509	0.4769551284
510	0.4767037661
511	0.4764618619
512	0.4762699972
513	0.4760652731
514	0.4758352032
515	0.4755096203
516	0.4752130174
517	0.4749550856
518	0.4747992829
519	0.4745953975
520	0.4744788716
521	0.4742924581
522	0.4739781503
523	0.4736677563
524	0.4734494741
525	0.4732594264
526	0.4730227405
527	0.4726873267
528	0.4724557658
529	0.4721644278
530	0.4718987618
531	0.4717452886
532	0.471573039
533	0.471403119
534	0.4713004775
535	0.4711897289
536	0.4710614153
537	0.4708831554
538	0.4706485661
539	0.4704346635
540	0.4702817495
541	0.4701026975
542	0.4699409776
543	0.4697540516
544	0.4694993347
545	0.469312828
546	0.469121336
547	0.4688187694
548	0.4685255677
549	0.4682701053
550	0.4680961318
551	0.467975599
552	0.4677903037
553	0.4676390204
554	0.4673809488
555	0.4671781817
556	0.4668974199
557	0.4666160059
558	0.4663607299
559	0.4661059198
560	0.4659119118
561	0.46568925
562	0.4653290494
563	0.4651314073
564	0.4648152825
565	0.4645962548
566	0.4643900398
567	0.4642151345
568	0.4639795201
569	0.4637296953
570	0.4635558616
571	0.4632343787
572	0.4631115629
573	0.4629847403
574	0.4626691745
575	0.4624048131
576	0.4621788898
577	0.4620257895
578	0.4616983894
579	0.4615034497
580	0.4613475072
581	0.4612195663
582	0.4609607027
583	0.4607178666
584	0.4604976741
585	0.4602014906
586	0.4599265528
587	0.4596640085
588	0.4594719108
589	0.4592405829
590	0.4591320708
591	0.4588933814
592	0.4587748986
593	0.4586143435
594	0.4584117627
595	0.4581774064
596	0.4580296174
597	0.4577393976
598	0.4574811397
599	0.4573290177
600	0.4571411133
601	0.4569512986
602	0.4566292566
603	0.4564133506
604	0.4562833131
605	0.4561046338
606	0.4558998632
607	0.4556733343
608	0.455399142
609	0.4551321248
610	0.4549544706
611	0.454823641
612	0.4546303785
613	0.4544871556
614	0.4541413518
615	0.4539630919
616	0.4537815706
617	0.4535537836
618	0.4533423504
619	0.4531875261
620	0.4529486037
621	0.4527563663
622	0.4525922237
623	0.4523788802
624	0.4521756471
625	0.4518861261
626	0.4515948812
627	0.4514156895
628	0.4511526792
629	0.4507906149
630	0.4505541154
631	0.4504029252
632	0.4501024086
633	0.4498815173
634	0.4494944798
635	0.4492658076
636	0.4490186851
637	0.4487387621
638	0.4484790598
639	0.4482073369
640	0.448013329
641	0.4478943803
642	0.4476153425
643	0.4473010347
644	0.4470714307
645	0.4468591122
646	0.4467685379
647	0.4465938655
648	0.4464227807
649	0.4461677842
650	0.4459260198
651	0.4456846281
652	0.4453616543
653	0.4452141915
654	0.4450748356
655	0.4448239858
656	0.4446594238
657	0.4445027359
658	0.4443060722
659	0.4440641214
660	0.4438459324
661	0.4436702816
662	0.4433727002
663	0.4431650875
664	0.4429126536
665	0.4427362573
666	0.4424832177
667	0.4422982019
668	0.4420151106
669	0.4418402985
670	0.4415595834
671	0.4413841655
672	0.4412103784
673	0.4409241189
674	0.4408160261
675	0.4405567431
676	0.4404244226
677	0.4401968687
678	0.4399882775
679	0.4399060431
680	0.4396068777
681	0.4394056014
682	0.439154938
683	0.4388920675
684	0.4386143808
685	0.4384722761
686	0.4382980696
687	0.4381536819
688	0.437971415
689	0.437739761
690	0.4373055262
691	0.4371592747
692	0.4369288787
693	0.4366764447
694	0.4364255017
695	0.436236712
696	0.435997417
697	0.4357336612
698	0.4355889939
699	0.4354138556
700	0.4351207471
701	0.4348319716
702	0.4346196065
703	0.4345199003
704	0.4343230036
705	0.4341328162
706	0.4338591365
707	0.4337130248
708	0.4334852379
709	0.4332595942
710	0.4330292447
711	0.4329531138
712	0.4327260258
713	0.432445264
714	0.4323148072
715	0.4321409269
716	0.4319273971
717	0.4317540293
718	0.4314953054
719	0.4312718049
720	0.4311509926
721	0.4309407707
722	0.4307346024
723	0.4304735024
724	0.4302003817
725	0.4300474211
726	0.4298801102
727	0.4297408009
728	0.4294560789
729	0.4292268942
730	0.4290734677
731	0.4288348715
732	0.4286709152
733	0.4284363259
734	0.4283217103
735	0.4281823078
736	0.4280165345
737	0.4278269528
738	0.427549499
739	0.4273148165
740	0.4270518063
741	0.4268082247
742	0.4265316097
743	0.4262870497
744	0.4260815802
745	0.4259172046
746	0.4256458545
747	0.4255059395
748	0.4253050826
749	0.4250777616
750	0.4248114433
751	0.4245066868
752	0.4243428238
753	0.4241211869
754	0.4238799816
755	0.4236788917
756	0.4234952271
757	0.4233186911
758	0.4231456029
759	0.4228845494
760	0.4226237756
761	0.4224363371
762	0.4222069194
763	0.4220356483
764	0.421764764
765	0.4215889268
766	0.4213786584
767	0.4211690422
768	0.4209191708
769	0.420716357
770	0.4205575259
771	0.420381316
772	0.42013014
773	0.4199461027
774	0.4196860277
775	0.4193805724
776	0.4191495706
777	0.4189393488
778	0.4187830335
779	0.4185678264
780	0.4182795634
781	0.4180070018
782	0.4178509661
783	0.4175866513
784	0.4174232075
785	0.4171789737
786	0.4170305791
787	0.4166767615
788	0.4164881582
789	0.4162975049
790	0.416170822
791	0.4160166966
792	0.4158524142
793	0.415616893
794	0.4154554061
795	0.415299883
796	0.4151077387
797	0.4149531474
798	0.4146688447
799	0.4144641206
800	0.4142560886
801	0.4140854231
802	0.4138472462
803	0.4137108723
804	0.4136202514
805	0.413369122
806	0.4131253541
807	0.4130304934
808	0.4128996172
809	0.4125976563
810	0.4123598055
811	0.4122560923
812	0.4121151058
813	0.411936147
814	0.4117302582
815	0.4115312649
816	0.4112898266
817	0.4110656738
818	0.4109461661
819	0.4107935316
820	0.4105506489
821	0.41036349
822	0.4102889432
823	0.4101319757
824	0.4099448168
825	0.4096896805
826	0.4095699398
827	0.4093816626
828	0.409216495
829	0.4090104198
830	0.4088606274
831	0.4085971512
832	0.4083333955
833	0.4081664107
834	0.4080221628
835	0.4078232161
836	0.4076879137
837	0.4075618365
838	0.4074669758
839	0.4071550442
840	0.4069772036
841	0.4067932595
842	0.4065306685
843	0.4062952872
844	0.406066615
845	0.4058445588
846	0.4056286994
847	0.4054010056
848	0.4052200434
849	0.4049926292
850	0.4048668315
851	0.4047141505
852	0.4045283893
853	0.4042763746
854	0.4041058489
855	0.4039530281
856	0.4036763199
857	0.4034275666
858	0.4032372861
859	0.403088938
860	0.4028876618
861	0.4027914033
862	0.4025892418
863	0.4024548247
864	0.4022195365
865	0.402010759
866	0.4017684354
867	0.4015818822
868	0.4012692517
869	0.4010225951
870	0.4008893894
871	0.400574243
872	0.4004060003
873	0.4001954989
874	0.3998370687
875	0.399643387
876	0.3995081778
877	0.3993362077
878	0.3990776703
879	0.3988307341
880	0.3985514634
881	0.3983920731
882	0.398239159
883	0.3980262815
884	0.3978979679
885	0.3976611887
886	0.3975066906
887	0.3972644136
888	0.397047203
889	0.3968141512
890	0.3966183262
891	0.3964380628
892	0.3963033196
893	0.3962053838
894	0.3960505595
895	0.3958340477
896	0.3956410648
897	0.3954860076
898	0.3953167398
899	0.3949837488
900	0.3949046827
901	0.394751722
902	0.3945910738
903	0.3944137923
904	0.3941809734
905	0.3940231207
906	0.3938962048
907	0.3936726577
908	0.3934712417
909	0.3933444656
910	0.3931991927
911	0.3930524287
912	0.392903242
913	0.3927202298
914	0.3925249173
915	0.3922893495
916	0.3921020508
917	0.3919017064
918	0.3917015483
919	0.3914464121
920	0.3912733704
921	0.3911020526
922	0.3909650264
923	0.3907540591
924	0.3904730644
925	0.3902917294
926	0.3900473325
927	0.389839417
928	0.3897658952
929	0.389653516
930	0.3894131493
931	0.3891564056
932	0.3889394513
933	0.388776287
934	0.3887089154
935	0.3885676959
936	0.3883823307
937	0.388220541
938	0.3880440515
939	0.3878639279
940	0.3876973159
941	0.3875834924
942	0.3873249316
943	0.3871387744
944	0.3870085505
945	0.3867789232
946	0.3866801721
947	0.3863764406
948	0.386161909
949	0.385983486
950	0.3858502803
951	0.3857054266
952	0.3855113721
953	0.3852975161
954	0.3851651956
955	0.3849320972
956	0.3847674421
957	0.3846458843
958	0.384368384
959	0.3841212149
960	0.3839410214
961	0.3838341633
962	0.3836458861
963	0.3835212999
964	0.3833612573
965	0.3830897207
966	0.3829273253
967	0.3827658384
968	0.3825614405
969	0.3824066162
970	0.3821862141
971	0.3819508094
972	0.3818147383
973	0.3815726943
974	0.3814732908
975	0.3813442085
976	0.3811639917
977	0.3810078162
978	0.3808449083
979	0.3807037586
980	0.3804642306
981	0.3802859707
982	0.3801569116
983	0.3800429948
984	0.3798697901
985	0.3797575274
986	0.379566711
987	0.3794612273
988	0.3792195094
989	0.379028926
990	0.3788133461
991	0.3786310094
992	0.3784821721
993	0.37830941
994	0.3782198142
995	0.378047914
996	0.3779098627
997	0.3776375108
998	0.377550594
999	0.3774079301
